Date,Open,High,Low,Close,Volume,Adj Close
2016-12-28,65.60,65.60,64.25,64.80,4005000,62.357
2016-12-27,66.00,66.45,65.05,65.20,3701500,62.742
2016-12-26,66.20,66.20,66.20,66.20,000,63.704
2016-12-23,66.25,67.15,65.85,66.20,3660400,63.704
2016-12-22,65.20,67.75,64.45,66.30,7326800,63.80
2016-12-21,65.70,66.10,64.20,65.10,5352500,62.646
2016-12-20,64.80,68.00,64.80,65.45,20585700,62.983
2016-12-19,59.90,62.60,59.85,62.40,7864900,60.048
2016-12-16,59.00,60.10,58.05,59.75,8105600,57.497
2016-12-15,58.40,59.60,58.05,59.40,7245000,57.161
2016-12-14,61.70,62.00,59.70,60.00,9507200,57.738
2016-12-13,57.50,61.70,57.25,61.50,16009900,59.181
2016-12-12,63.50,63.65,57.40,58.00,26038100,55.813
2016-12-09,66.20,67.30,63.75,64.05,18609400,61.635
2016-12-08,64.65,68.75,61.90,67.75,40243200,65.196
2016-12-07,73.65,76.05,72.85,75.25,12508500,72.413
2016-12-06,75.35,75.60,73.00,73.45,8985900,70.681
2016-12-05,77.00,77.00,74.00,75.35,11058500,72.509
2016-12-02,79.00,79.10,77.65,78.00,6352000,75.059
2016-12-01,80.30,80.65,78.55,78.70,5915600,75.733
2016-11-30,82.60,83.30,79.80,79.95,6756100,76.936
2016-11-29,79.10,82.90,78.15,82.30,8014100,79.197
2016-11-28,81.05,81.40,78.45,78.70,6452400,75.733
2016-11-25,84.00,84.75,80.85,81.00,10618400,77.946
2016-11-24,87.00,87.85,85.05,85.05,6329000,81.844
2016-11-23,84.80,86.35,83.80,86.35,6247400,83.095
2016-11-22,82.60,84.10,81.40,83.90,5174600,80.737
2016-11-21,82.00,82.70,80.80,82.05,4020800,78.957
2016-11-18,80.25,81.25,79.70,80.55,3670200,77.513
2016-11-17,80.20,81.40,79.00,79.75,3196900,76.743
2016-11-16,80.20,83.10,79.40,80.20,5257700,77.176
2016-11-15,77.00,81.60,76.10,79.35,11639700,76.358
2016-11-14,82.50,83.35,77.40,77.45,8930700,74.53
2016-11-11,84.60,84.60,81.70,81.95,3352400,78.86
2016-11-10,84.80,85.00,83.55,84.10,3384700,80.929
2016-11-09,79.00,85.15,78.75,83.30,7143600,80.16
2016-11-08,86.90,88.30,82.00,84.20,8026500,81.026
2016-11-07,86.50,87.00,85.50,86.40,2653600,83.143
2016-11-04,87.50,88.40,85.65,86.20,1710800,82.95
2016-11-03,84.60,87.40,84.60,87.40,4293900,84.105
2016-11-02,85.25,85.80,83.50,84.65,5109100,81.459
2016-11-01,88.60,88.60,85.50,85.80,2926300,82.565
2016-10-31,86.10,89.35,86.10,87.50,4770800,84.201
2016-10-28,83.30,86.05,81.65,85.75,7839000,82.517
2016-10-27,80.45,88.80,80.00,84.10,24679300,80.929
2016-10-26,91.35,91.45,88.30,88.30,6592100,84.971
2016-10-25,91.45,93.20,90.80,91.30,5329300,87.858
2016-10-24,88.50,90.60,88.50,90.05,4598800,86.655
2016-10-21,87.25,88.95,85.65,87.70,5416300,84.394
2016-10-20,89.45,89.50,86.85,86.85,6445300,83.576
2016-10-19,90.35,90.75,87.70,89.10,6012800,85.741
2016-10-18,90.00,91.20,89.55,90.00,4233600,86.607
2016-10-17,91.20,92.90,89.05,89.90,6584200,86.511
2016-10-14,90.60,91.00,88.55,89.70,5353300,86.318
2016-10-13,92.00,93.20,89.65,90.00,6831000,86.607
2016-10-12,94.75,95.00,91.30,92.00,6496300,88.532
2016-10-11,98.00,98.10,94.60,94.70,6699500,91.13
2016-10-10,95.30,99.10,94.50,99.10,5494900,95.364
2016-10-07,97.00,97.20,94.10,95.40,6121000,91.803
2016-10-06,99.75,99.85,95.25,96.25,11610600,92.621
2016-10-05,100.20,101.00,99.25,100.20,4192000,96.422
2016-10-04,100.00,100.90,99.00,99.80,3521900,96.038
2016-10-03,101.00,101.50,99.30,99.80,2856000,96.038
2016-09-30,97.85,100.80,96.60,100.50,6611400,96.711
2016-09-29,102.90,104.00,98.30,99.00,7831700,95.268
2016-09-28,101.00,103.60,100.40,102.30,7426200,98.443
2016-09-27,100.70,100.80,95.35,99.90,16897400,96.134
2016-09-26,102.50,103.40,99.55,99.60,9565600,95.845
2016-09-23,107.30,107.30,102.00,102.50,9827200,98.636
2016-09-22,111.00,112.40,107.00,107.00,25433600,102.966
2016-09-21,105.00,106.60,104.00,104.80,5245500,100.849
2016-09-20,101.70,105.30,100.60,104.60,6372700,100.657
2016-09-19,99.50,101.90,99.30,101.10,8113800,97.288
2016-09-16,104.90,105.00,99.00,99.55,15240900,95.797
2016-09-15,104.60,106.20,103.80,105.40,7094300,101.426
2016-09-14,108.20,108.60,103.40,104.60,14592500,100.657
2016-09-13,104.70,106.40,102.00,102.90,10445000,99.021
2016-09-12,106.30,106.40,102.40,104.00,14443800,100.079
2016-09-09,113.60,113.80,108.30,109.00,9797400,104.891
2016-09-08,114.70,115.10,113.20,113.30,5434200,109.029
2016-09-07,114.10,115.80,113.60,114.20,5023600,109.895
2016-09-06,114.50,114.80,113.20,113.80,3104500,109.51
2016-09-05,113.10,115.20,113.00,113.50,4629000,109.221
2016-09-02,113.20,113.50,110.50,112.40,6094900,108.162
2016-09-01,109.00,113.50,108.80,111.90,7460000,107.681
2016-08-31,114.50,114.90,108.60,109.20,11000100,105.083
2016-08-30,115.70,116.70,114.00,114.30,10108600,109.991
2016-08-29,110.60,116.20,109.90,115.20,24422200,110.857
2016-08-26,105.00,111.00,104.50,110.80,24321600,106.623
2016-08-25,113.50,114.00,108.40,113.60,12793400,109.317
2016-08-24,104.50,114.20,104.20,113.00,26737600,108.74
2016-08-23,101.80,104.60,101.80,104.60,5443200,100.657
2016-08-22,100.90,102.40,99.10,101.30,4658100,97.481
2016-08-19,102.90,103.10,100.50,101.30,4385600,97.481
2016-08-18,102.00,104.00,101.70,102.50,3825800,98.636
2016-08-17,103.00,104.20,100.00,102.00,5836400,98.155
2016-08-16,107.30,107.40,102.80,103.10,5769500,99.213
2016-08-15,107.00,107.90,106.00,107.50,2699300,103.447
2016-08-12,107.40,107.40,106.00,106.80,3181400,102.774
2016-08-11,106.10,107.50,105.70,106.50,5303900,102.485
2016-08-10,103.50,107.40,102.90,105.50,8692100,101.523
2016-08-09,102.50,103.50,101.60,103.40,4357100,99.502
2016-08-08,102.50,103.40,101.10,102.00,3362000,98.155
2016-08-05,99.40,102.20,99.25,101.60,5356000,97.77
2016-08-04,96.25,100.60,96.25,98.90,6221600,95.171
2016-08-03,95.05,97.65,92.90,96.10,8184200,92.477
2016-08-02,98.70,98.70,95.60,95.60,6493600,91.996
2016-08-01,100.50,100.70,97.95,99.15,3461900,95.412
2016-07-29,99.00,100.70,98.90,99.75,4241700,95.989
2016-07-28,100.30,101.00,98.55,98.70,4659900,94.979
2016-07-27,101.40,103.00,100.70,101.10,2754400,97.288
2016-07-26,101.90,102.40,99.25,100.50,4377400,96.711
2016-07-25,101.00,103.00,100.30,102.20,4852100,98.347
2016-07-22,99.80,105.00,96.90,101.20,15095100,97.385
2016-07-21,104.10,104.80,100.50,100.50,6150600,96.711
2016-07-20,100.50,103.90,100.10,103.90,6469700,99.983
2016-07-19,103.50,104.00,96.80,99.30,5656500,95.556
2016-07-18,100.50,104.60,100.40,103.50,4108100,99.598
2016-07-15,102.30,102.30,100.50,101.00,3435800,97.192
2016-07-14,99.95,102.50,99.85,101.50,4660200,97.673
2016-07-13,97.60,99.60,96.35,99.15,4288200,95.412
2016-07-12,99.55,99.85,96.70,97.65,5690800,93.969
2016-07-11,95.55,98.40,95.50,98.40,7391700,94.69
2016-07-08,91.70,94.40,90.55,93.95,6309600,90.408
2016-07-07,92.70,94.95,89.95,91.70,11993600,88.243
2016-07-06,86.40,91.50,83.80,90.95,10345300,87.521
2016-07-05,87.15,88.40,86.50,86.75,6190400,83.479
2016-07-04,85.00,88.20,84.15,87.15,8457100,83.864
2016-07-01,82.15,84.00,81.35,83.50,5728100,80.352
2016-06-30,82.90,83.45,80.30,81.30,6518100,78.235
2016-06-29,80.40,82.55,78.80,81.55,6671400,78.476
2016-06-28,76.05,79.25,75.20,78.30,11300500,75.348
2016-06-27,78.10,80.50,73.75,74.50,14779000,71.691
2016-06-24,84.00,84.00,84.00,84.00,000,80.833
2016-06-23,81.80,84.45,80.70,84.00,6618800,80.833
2016-06-22,82.60,84.10,81.10,81.55,5702400,78.476
2016-06-21,84.85,85.35,82.30,82.75,10891800,79.63
2016-06-20,82.10,86.60,80.50,84.10,15376500,80.929
2016-06-17,78.05,81.60,77.65,79.90,11243100,76.888
2016-06-16,80.00,82.20,77.25,77.50,11976200,74.578
2016-06-15,83.95,88.40,81.30,83.00,12353800,79.871
2016-06-14,87.90,88.60,78.65,83.45,20494900,80.304
2016-06-13,92.10,92.10,88.10,89.05,8670800,85.693
2016-06-10,96.25,97.30,92.80,93.45,5713800,89.927
2016-06-09,97.40,98.85,94.75,96.00,3915600,92.381
2016-06-08,98.10,98.70,95.10,97.35,5851200,93.68
2016-06-07,96.15,99.55,94.25,97.00,8796500,93.343
2016-06-06,95.00,95.00,95.00,95.00,000,91.418
2016-06-03,100.10,103.70,92.20,95.00,16688300,91.418
2016-06-02,106.10,111.40,98.00,98.50,20833000,94.787
2016-06-01,110.00,114.60,106.20,108.90,12126000,104.794
2016-05-31,113.80,114.10,110.20,111.30,6179200,107.104
2016-05-30,117.80,117.80,112.00,114.00,6079100,109.702
2016-05-27,117.00,118.40,115.10,117.50,4967100,113.07
2016-05-26,115.40,118.90,114.20,117.60,8981000,22.633
2016-05-25,115.60,116.40,113.00,115.10,5774300,22.152
2016-05-24,571.50,581.00,559.00,575.00,10679400,110.664
2016-05-23,548.00,576.50,547.00,572.00,13354200,110.087
2016-05-20,525.50,539.00,517.50,538.50,5743700,103.64
2016-05-19,533.50,543.00,521.00,523.50,5360000,100.753
2016-05-18,530.00,536.00,518.00,533.50,5166100,102.677
2016-05-17,546.00,556.50,531.50,532.50,8098600,102.485
2016-05-16,524.00,549.50,524.00,547.00,9368800,105.276
2016-05-13,517.50,527.50,514.00,524.50,5143000,100.945
2016-05-12,510.00,523.50,506.00,517.00,8144500,99.502
2016-05-11,490.20,512.00,484.10,511.00,12249600,98.347
2016-05-10,472.00,495.00,468.60,486.40,6772300,93.613
2016-05-09,470.00,479.00,460.50,468.50,6860200,90.167
2016-05-06,500.50,500.50,470.00,470.30,5785300,90.514
2016-05-05,496.60,496.60,496.60,496.60,000,95.576
2016-05-04,511.00,513.00,492.80,496.60,9168500,95.576
2016-05-03,468.90,495.00,468.00,493.10,8021900,94.902
2016-05-02,477.50,487.00,465.30,466.00,5626800,89.686
2016-04-29,497.80,509.00,480.60,481.00,9549400,92.573
2016-04-28,474.00,525.50,465.90,491.10,29849200,94.517
2016-04-27,502.50,518.00,493.60,503.00,9228000,96.807
2016-04-26,515.00,521.00,502.00,507.00,5316600,97.577
2016-04-25,512.00,524.50,500.50,515.00,8374900,99.117
2016-04-22,530.00,537.00,510.00,511.00,14501800,98.347
2016-04-21,557.00,563.00,537.00,556.00,6712700,107.008
2016-04-20,562.50,570.50,551.00,554.00,6390500,106.623
2016-04-19,578.50,584.50,555.00,562.50,13976800,108.259
2016-04-18,555.00,575.50,549.00,568.00,13866200,109.317
2016-04-15,527.00,561.00,527.00,557.00,22249300,107.20
2016-04-14,519.00,532.50,517.50,530.00,8886600,102.004
2016-04-13,535.50,536.50,513.50,520.00,15525800,100.079
2016-04-12,506.50,544.50,503.00,542.00,21216400,104.313
2016-04-11,489.00,505.00,480.00,505.00,9631100,97.192
2016-04-08,488.00,492.80,477.20,489.20,4370500,94.151
2016-04-07,493.00,506.50,485.20,487.30,9654800,93.786
2016-04-06,475.80,487.00,470.10,483.40,4347500,93.035
2016-04-05,482.30,487.50,471.00,472.40,5778900,90.918
2016-04-04,475.00,494.90,471.30,485.50,9339600,93.439
2016-04-01,469.70,476.80,462.30,474.00,5675600,91.226
2016-03-31,459.40,478.40,456.00,472.10,13420500,90.86
2016-03-30,446.30,454.90,433.30,447.90,8888000,86.203
2016-03-29,456.20,459.50,438.10,444.60,6167400,85.568
2016-03-28,456.00,456.00,456.00,456.00,000,87.762
2016-03-25,456.00,456.00,456.00,456.00,000,87.762
2016-03-24,469.40,480.00,455.20,456.00,6991100,87.762
2016-03-23,440.00,481.80,438.60,475.00,14661800,91.418
2016-03-22,442.00,443.50,427.80,439.60,6004200,84.605
2016-03-21,449.00,449.90,442.70,444.00,2855300,85.452
2016-03-18,445.00,450.00,439.00,450.00,3464900,86.607
2016-03-17,450.80,452.20,436.20,445.90,3953800,85.818
2016-03-16,452.00,455.00,445.00,450.00,3514100,86.607
2016-03-15,448.00,455.00,443.00,450.10,4744800,86.626
2016-03-14,444.10,450.90,433.10,446.00,6480000,85.837
2016-03-11,462.00,462.00,435.50,442.00,12194700,85.067
2016-03-10,455.50,463.10,452.50,459.00,5264500,88.339
2016-03-09,450.10,470.10,443.20,455.50,11864300,87.666
2016-03-08,483.00,493.40,449.00,452.50,15232500,87.088
2016-03-07,480.00,490.00,477.20,488.00,5787500,93.92
2016-03-04,478.10,485.50,476.70,483.60,5483300,93.074
2016-03-03,482.90,483.70,469.00,478.50,7154800,92.092
2016-03-02,488.00,489.50,476.40,480.00,6676700,92.381
2016-03-01,467.00,481.00,463.10,481.00,6471300,92.573
2016-02-29,460.80,469.90,458.90,469.90,6517300,90.437
2016-02-26,478.00,480.40,460.70,468.50,7288100,90.167
2016-02-25,457.00,472.40,445.10,467.80,12338400,90.033
2016-02-24,485.40,493.00,454.10,457.00,18183500,87.954
2016-02-23,495.00,505.00,484.50,491.00,12942600,94.498
2016-02-22,483.00,489.90,467.60,489.90,12627800,94.286
2016-02-19,490.50,513.00,454.00,466.50,27427200,89.783
2016-02-18,470.00,492.60,464.00,485.20,18212600,93.382
2016-02-17,427.60,457.50,423.30,448.80,14568400,86.376
2016-02-16,421.00,431.30,413.20,420.90,11545300,81.006
2016-02-15,393.00,417.00,386.50,415.80,13784600,80.025
2016-02-12,362.00,379.60,355.70,377.10,11978600,72.577
2016-02-11,368.40,381.50,358.20,360.30,9929400,69.343
2016-02-10,370.00,377.10,347.60,373.70,15525500,71.922
2016-02-09,328.00,367.30,313.70,364.20,26301200,70.094
2016-02-08,381.10,398.70,340.00,344.60,27413600,66.322
2016-02-05,430.00,434.90,376.10,379.40,22001200,73.019
2016-02-04,470.00,476.80,420.50,428.50,25443400,82.469
2016-02-03,453.00,458.00,433.70,444.50,9335200,85.548
2016-02-02,444.00,456.50,437.00,451.00,9694800,86.799
2016-02-01,455.00,459.50,427.30,434.30,11816500,83.585
2016-01-29,477.00,478.00,451.50,460.00,7446300,88.532
2016-01-28,471.50,485.00,457.00,462.80,9747300,89.07
2016-01-27,458.00,482.60,454.10,475.00,11946500,91.418
2016-01-26,434.50,457.20,426.50,455.00,12370600,87.569
2016-01-25,439.00,462.80,427.10,450.00,14611000,86.607
2016-01-22,427.00,441.60,422.10,428.50,13487700,82.469
2016-01-21,399.00,427.10,387.00,406.70,22352000,78.273
2016-01-20,431.50,446.00,420.10,424.10,15999600,81.622
2016-01-19,403.00,464.00,396.50,450.90,33723500,86.78
2016-01-18,390.00,398.60,375.10,388.50,13663500,74.771
2016-01-15,428.10,446.80,389.40,390.10,17813000,75.079
2016-01-14,398.00,447.00,381.00,425.50,35980500,81.892
2016-01-13,467.00,468.00,403.10,412.00,26717900,79.293
2016-01-12,490.00,491.00,458.00,460.00,10063500,88.532
2016-01-11,461.80,531.00,446.10,483.80,26507400,93.112
2016-01-08,499.00,516.50,471.20,474.00,16628900,91.226
2016-01-07,519.50,520.00,487.20,502.50,16859700,96.711
2016-01-06,547.00,547.00,547.00,547.00,000,105.276
2016-01-05,559.50,567.00,532.50,547.00,9438300,105.276
2016-01-04,573.50,574.00,541.00,542.00,13170400,104.313
2016-01-01,591.00,591.00,591.00,591.00,000,113.744
2015-12-31,591.00,591.00,591.00,591.00,000,113.744
2015-12-30,527.00,600.00,526.00,591.00,25963500,113.744
2015-12-29,518.00,524.00,512.00,523.00,4638200,100.657
2015-12-28,502.00,516.00,489.00,515.00,4410600,99.117
2015-12-25,502.00,502.00,502.00,502.00,000,96.615
2015-12-24,502.00,502.00,502.00,502.00,000,96.615
2015-12-23,498.50,507.00,476.00,502.00,6869800,96.615
2015-12-22,523.00,525.00,496.50,498.00,5282300,95.845
2015-12-21,511.00,529.00,507.00,519.00,7897000,99.887
2015-12-18,502.00,512.00,494.00,510.00,8436900,98.155
2015-12-17,503.00,511.00,484.00,500.00,10274400,96.23
2015-12-16,504.00,516.00,480.50,494.00,18235800,95.075
2015-12-15,490.00,500.00,420.00,494.00,37283400,95.075
2015-12-14,477.00,529.00,472.50,477.00,19536800,91.803
2015-12-11,550.00,551.00,477.00,490.00,25798700,94.305
2015-12-10,577.00,580.00,510.00,553.00,33579500,106.43
2015-12-09,649.00,677.00,598.00,610.00,40172300,117.401
2015-12-08,640.00,662.00,627.00,640.00,17255400,123.174
2015-12-07,673.00,682.00,642.00,643.00,16271800,123.752
2015-12-04,652.00,680.00,645.00,675.00,14257000,129.91
2015-12-03,661.00,666.00,644.00,655.00,12363200,126.061
2015-12-02,632.00,664.00,623.00,658.00,21773600,126.639
2015-12-01,618.00,639.00,556.00,601.00,30085600,115.668
2015-11-30,569.00,620.00,568.00,620.00,26637000,119.325
2015-11-27,547.00,572.00,540.00,565.00,12412000,108.74
2015-11-26,538.00,550.00,534.00,547.00,10170300,105.276
2015-11-25,511.00,534.00,511.00,533.00,12365000,102.581
2015-11-24,514.00,536.00,500.00,508.00,21585500,97.77
2015-11-23,482.00,520.00,478.50,519.00,17181800,99.887
2015-11-20,469.50,479.00,469.50,477.00,6924400,91.803
2015-11-19,452.00,471.00,451.50,466.50,5428400,89.783
2015-11-18,461.00,465.00,448.50,452.00,4649100,86.992
2015-11-17,475.00,480.00,452.00,459.00,8884700,88.339
2015-11-16,418.00,479.50,414.00,473.50,23602500,91.13
2015-11-13,426.00,438.00,425.00,432.00,4322300,83.143
2015-11-12,440.00,444.00,426.00,427.50,8144700,82.277
2015-11-11,424.00,445.50,398.50,440.00,17768500,84.682
2015-11-10,456.00,459.00,430.50,430.50,9938400,82.854
2015-11-09,440.00,468.00,430.00,454.50,13671800,87.473
2015-11-06,476.50,482.00,446.00,454.00,15684600,87.377
2015-11-05,500.00,508.00,445.00,466.50,40407100,89.783
2015-11-04,490.00,494.00,418.00,455.50,34300900,87.666
2015-11-03,464.00,497.50,397.00,477.50,27816900,91.90
2015-11-02,433.00,460.00,426.00,458.00,27280700,88.147
2015-10-30,368.00,442.00,364.00,420.00,45062700,80.833
2015-10-29,320.00,359.00,311.50,352.00,48877300,67.746
2015-10-28,502.00,510.00,300.00,310.00,108576300,59.663
2015-10-27,412.00,530.00,401.50,530.00,49584800,102.004
2015-10-26,370.00,413.00,368.50,413.00,23452000,79.486
2015-10-23,346.00,368.00,346.00,367.00,13108800,70.633
2015-10-22,346.00,349.00,340.00,345.00,5201900,66.399
2015-10-21,342.50,350.00,335.50,347.00,12102400,66.784
2015-10-20,332.00,346.50,328.00,341.00,15332700,65.629
2015-10-19,321.00,332.00,318.00,330.00,9630000,63.512
2015-10-16,316.00,321.00,312.00,319.50,10553800,61.491
2015-10-15,312.00,317.00,305.50,315.00,14055800,60.625
2015-10-14,325.50,327.00,307.00,309.50,17591600,59.566
2015-10-13,323.00,329.00,319.00,328.00,11904100,63.127
2015-10-12,305.50,321.50,302.00,321.00,15545900,61.78
2015-10-09,297.00,305.00,285.50,304.50,23773500,58.604
2015-10-08,297.00,306.50,290.00,295.00,29495100,56.776
2015-10-07,273.00,278.00,269.00,277.00,12003000,53.311
2015-10-06,273.50,285.50,266.00,279.00,17921200,53.696
2015-10-05,287.00,291.00,270.00,272.00,17228400,52.349
2015-10-02,298.00,299.50,283.50,285.50,14705200,54.947
2015-10-01,315.00,315.00,293.00,296.00,19186900,56.968
2015-09-30,308.00,314.50,302.50,309.00,25074500,59.47
2015-09-29,292.50,304.00,287.50,299.50,12977400,57.642
2015-09-28,298.00,306.50,289.00,299.50,24185900,57.642
2015-09-25,281.00,297.50,280.50,295.00,25995300,56.776
2015-09-24,278.00,298.00,265.00,274.00,46977000,52.734
2015-09-23,260.00,279.50,257.00,278.50,29530900,53.60
2015-09-22,249.00,263.50,248.00,261.50,25279300,50.328
2015-09-21,239.50,251.50,237.00,249.00,14706200,47.923
2015-09-18,237.50,253.50,222.00,240.00,40180400,46.19
2015-09-17,220.50,240.50,217.00,237.50,25647200,45.709
2015-09-16,228.00,231.00,215.00,218.50,18967000,42.052
2015-09-15,211.00,224.00,209.50,224.00,13402000,43.111
2015-09-14,222.00,225.00,209.50,210.00,18724600,40.417
2015-09-11,224.00,233.00,215.50,229.50,15484500,44.17
2015-09-10,234.50,243.50,222.50,225.00,20615000,43.303
2015-09-09,257.00,261.00,237.00,237.00,22640200,45.613
2015-09-08,227.00,276.00,227.00,249.00,74443400,47.923
2015-09-07,217.50,221.50,208.50,212.00,12528400,40.802
2015-09-04,210.50,223.50,208.00,219.50,14421100,42.245
2015-09-03,225.00,227.00,210.50,212.00,15217500,40.802
2015-09-02,222.50,224.00,212.00,220.00,9990600,42.341
2015-09-01,221.50,226.50,216.00,218.00,6696600,41.956
2015-08-31,215.00,225.00,213.00,224.50,10123500,43.207
2015-08-28,225.00,229.00,212.50,220.00,14363900,42.341
2015-08-27,241.00,245.00,218.00,222.50,27842000,42.822
2015-08-26,235.00,249.00,223.50,230.00,25363600,44.266
2015-08-25,216.50,238.00,216.50,238.00,18277000,45.805
2015-08-24,215.00,241.50,201.50,210.50,35402300,40.513
2015-08-21,265.50,270.50,230.50,230.50,29030000,44.362
2015-08-20,263.00,281.00,252.50,272.50,38677300,52.445
2015-08-19,243.50,249.50,234.50,234.50,8635800,45.132
2015-08-18,216.00,246.00,214.50,245.50,18244400,47.249
2015-08-17,225.00,234.00,209.50,223.00,20744300,42.919
2015-08-14,246.50,247.00,229.00,230.00,15764700,44.266
2015-08-13,234.00,250.00,233.00,249.50,12881200,48.019
2015-08-12,219.00,234.50,214.00,231.50,11266700,44.554
2015-08-11,246.00,250.00,214.50,222.50,21076800,42.822
2015-08-10,240.00,246.50,234.50,245.00,10311600,47.153
2015-08-07,221.50,238.00,220.50,238.00,13813200,45.805
2015-08-06,209.00,225.00,209.00,225.00,11990800,43.303
2015-08-05,205.50,209.00,204.00,209.00,3981700,40.224
2015-08-04,199.50,206.00,196.00,204.50,5423200,39.358
2015-08-03,203.50,207.00,195.50,198.50,9386100,38.203
2015-07-31,198.00,211.00,194.00,204.00,21188200,39.262
2015-07-30,183.00,200.00,182.00,199.00,20198800,38.30
2015-07-29,179.00,182.00,174.00,182.00,7026100,35.028
2015-07-28,180.00,181.00,171.50,178.00,9655800,34.258
2015-07-27,166.00,176.00,165.00,175.00,10377000,33.68
2015-07-24,162.00,166.00,159.50,165.00,4547000,31.756
2015-07-23,157.50,164.00,157.50,160.00,3773300,30.794
2015-07-22,161.00,162.00,157.00,157.00,3804000,30.216
2015-07-21,166.00,169.00,160.00,160.50,6737100,30.89
2015-07-20,147.50,164.50,146.00,163.50,11085700,31.467
2015-07-17,153.50,155.50,147.75,148.00,4288900,28.484
2015-07-16,148.50,157.00,148.50,152.00,4711900,29.254
2015-07-15,157.00,158.00,146.75,148.00,12278800,28.484
2015-07-14,161.50,162.00,157.00,157.00,2787500,30.216
2015-07-13,164.00,165.00,159.00,161.50,3974000,31.082
2015-07-10,164.00,169.50,157.50,163.00,9293100,31.371
2015-07-09,158.00,167.50,156.00,163.00,8740400,31.371
2015-07-08,163.00,165.00,147.50,157.00,13713700,30.216
2015-07-07,173.00,174.50,161.50,162.00,8686700,31.179
2015-07-06,163.00,176.00,160.00,172.00,8588800,33.103
2015-07-03,175.00,175.00,167.50,168.50,4551300,32.43
2015-07-02,179.00,181.50,167.00,175.00,18648400,33.68
2015-07-01,181.00,183.00,164.00,164.50,18605100,31.66
2015-06-30,181.00,195.00,170.00,178.50,28430000,34.354
2015-06-29,155.50,182.00,153.00,182.00,29179500,35.028
2015-06-26,158.50,164.50,156.00,164.50,15577700,31.66
2015-06-25,146.50,161.00,144.25,161.00,27879700,30.986
2015-06-24,151.00,151.50,145.75,146.25,10452400,28.147
2015-06-23,148.50,156.00,146.25,150.00,24213300,28.869
2015-06-22,133.50,153.50,133.25,146.00,35249200,28.099
2015-06-19,131.75,131.75,131.75,131.75,000,25.357
2015-06-18,129.75,134.00,125.25,131.75,12628200,25.357
2015-06-17,134.75,137.00,125.25,129.00,16665700,24.827
2015-06-16,132.50,138.50,126.00,136.50,29080300,26.271
2015-06-15,118.00,118.75,107.25,108.50,10673200,20.882
2015-06-12,107.75,123.25,107.50,119.00,32593600,22.903
2015-06-11,131.25,132.00,106.00,106.25,39748500,20.449
2015-06-10,126.50,132.25,125.00,132.25,9514400,25.453
2015-06-09,132.00,135.50,126.00,126.50,8419700,24.346
2015-06-08,126.75,134.50,125.00,133.75,10445400,25.742
2015-06-05,132.50,137.00,124.75,126.75,19032400,24.394
2015-06-04,126.75,138.75,125.25,134.00,25020800,25.79
2015-06-03,122.25,129.25,119.50,128.25,20547200,24.683
2015-06-02,122.00,129.50,118.00,121.50,25287700,23.384
2015-06-01,109.25,127.25,108.25,125.75,36462100,24.202
2015-05-29,126.50,133.50,105.25,105.25,40616500,20.256
2015-05-28,98.00,120.25,97.00,118.25,43852100,22.758
2015-05-27,89.50,99.00,89.50,98.75,10734000,19.005
2015-05-26,92.50,93.00,89.50,90.25,2815500,17.37
2015-05-25,92.00,93.50,90.75,92.50,3133500,17.803
2015-05-22,94.00,94.25,89.00,91.25,5729000,17.562
2015-05-21,97.75,99.00,91.50,93.25,13993700,17.947
2015-05-20,92.00,99.75,90.50,92.50,27796600,17.803
2015-05-19,102.00,102.50,86.75,88.50,42802200,17.033
2015-05-18,86.00,104.50,86.00,104.50,47367300,20.112
2015-05-15,71.50,77.25,70.75,77.25,5668000,14.868
2015-05-14,71.00,71.00,71.00,71.00,000,13.665
2015-05-13,70.00,71.00,69.50,71.00,933200,13.665
2015-05-12,71.00,71.50,68.25,70.50,5512300,13.568
2015-05-11,70.25,73.25,68.75,71.50,15117200,13.761
2015-05-08,63.00,64.75,62.50,64.50,2605500,12.414
2015-05-07,63.75,63.75,61.00,63.25,1844400,12.173
2015-05-06,63.25,64.75,61.50,62.75,3610800,12.077
2015-05-05,63.50,64.50,63.50,63.75,1653500,12.269
2015-05-04,62.75,64.50,59.75,64.00,4216100,12.317
2015-05-01,61.00,61.00,61.00,61.00,000,11.74
2015-04-30,63.00,63.50,59.50,61.00,4357800,11.74
2015-04-29,62.25,64.50,61.75,63.75,4139400,12.269
2015-04-28,63.50,65.00,59.50,63.25,7425700,12.173
2015-04-27,58.50,64.50,58.00,63.50,6040000,12.221
2015-04-24,57.00,58.50,56.50,58.50,2638500,11.259
2015-04-23,57.75,57.75,56.50,57.25,1971700,11.018
2015-04-22,54.50,58.00,54.50,57.75,4638700,11.115
2015-04-21,53.50,54.75,53.00,54.75,1506900,10.537
2015-04-20,54.25,54.25,52.25,53.75,1518100,10.345
2015-04-17,53.75,54.50,52.50,54.25,2754700,10.441
2015-04-16,51.50,53.75,50.75,53.50,3777200,10.297
2015-04-15,55.25,55.75,52.50,52.50,7725100,10.104
2015-04-14,57.00,57.50,55.00,55.75,6739500,10.73
2015-04-13,55.25,57.25,55.25,57.00,2122400,10.97
2015-04-10,54.00,55.25,53.75,55.00,1868200,10.585
2015-04-09,56.00,56.00,54.50,54.75,1953800,10.537
2015-04-08,56.75,57.50,55.25,55.75,2559600,10.73
